Row Type,Parent Product Class,Class,Name,Product Category,Product Subcategory,Qty,Weight,Total Sales,COGS
Product,Unknown Class,Unknown Class,Tomu Collins,HAPPY HOUR,Drinks,3.00,,15.00,0.00
Product,Unknown Class,Unknown Class,Umami-tini,Event,Drinks,3.00,,39.00,0.00
Product,Unknown Class,Unknown Class,Walkin' Ramen (spicy ver.),Event,Bites,18.00,,108.00,0.00
Product,Unknown Class,Unknown Class,Water Bottle,Online Drinks,N/A,1.00,,2.00,0.00
Product,Unknown Class,Unknown Class,Water Bottle,Drinks,N/A,65.00,,130.00,0.00
Product,Unknown Class,Unknown Class,White Ale,HAPPY HOUR,Drinks,2.00,,10.00,0.00
Product,Unknown Class,Unknown Class,Wings,Event,Yakitori,3.00,,15.00,0.00
Product,Unknown Class,Unknown Class,Wings (10 pc),Sazan @ Daiboku,Starters,9.00,,162.00,0.00
Product,Unknown Class,Unknown Class,Wings (3 pc),HAPPY HOUR,Food,2.00,,10.00,0.00
Product,Unknown Class,Unknown Class,Wings (3 pc),Online Food,Starters,40.00,,400.00,0.00
Product,Unknown Class,Unknown Class,Wings (3 pc),Food,Starters (Happy Hr),184.00,,1840.00,0.00
Product,Unknown Class,Unknown Class,Wings (5 pc),Sazan @ Daiboku,Starters,29.00,,290.00,0.00
Product,Unknown Class,Unknown Class,Wings (6 pc),Food,Starters (Happy Hr),63.00,,1134.00,0.00
Product,Unknown Class,Unknown Class,Wings (6 pc),Online Food,Starters,4.00,,72.00,0.00
Product,Unknown Class,Unknown Class,Xtra Broth - Classic,Extras,Xtra Broth,4.00,,16.00,0.00
Product,Unknown Class,Unknown Class,Xtra Broth - Jiro,Extras,Xtra Broth,7.00,,28.00,0.00
Product,Unknown Class,Unknown Class,Xtra Broth - Shoyu,Extras,Xtra Broth,8.00,,32.00,0.00
Product,Unknown Class,Unknown Class,Xtra Broth - Spicy,Extras,Xtra Broth,2.00,,8.00,0.00
Product,Unknown Class,Unknown Class,Xtra Chicken Skin Furikake,Food,Starters (Happy Hr),1.00,,1.50,0.00
Product,Unknown Class,Unknown Class,Xtra Chicken Skin Furikake,Extras,Rice Add-ons,2.00,,3.00,0.00
Product,Unknown Class,Unknown Class,Xtra House Furikake,Food,Starters (Happy Hr),0.00,,0.00,0.00
Product,Unknown Class,Unknown Class,Xtra House Furikake,Extras,Rice Add-ons,2.00,,3.00,0.00
Product,Unknown Class,Unknown Class,Yuzu Lager,HAPPY HOUR,Drinks,1.00,,5.00,0.00
Product,,Gift,GIft Card,Gift,Gift Card,1.00,,0.99,0.00
