Time From,Time To,House Account Payable,House Account Receivable,Gift Sales Payable,Gift Sales Receivable,Store Credit Sales Payable,Store Credit Sales Receivable,Lia Deposits Payable,Lia Deposits Receivable,Applied Deposits Payable,Pass Through Fee Total,Donations,Due Amount Payable,Due Amount Receivable,House Account Receivable Tips,Gift Sales Payable Tips,Store Credit Sales Payable Tips,Lia Deposits Payable Tips,Lia Deposits Receivable Tips,Taxable Sales,Nontaxable Sales,Total Product Sales,Gross Sales,Net Sales,Gift Sales,Gift Payments,Gift Liabilities,Gift Tips Total,Store Credit Sales,Store Credit Payments,Store Credit Liabilities,Deposit Total,Deposit Payments,Deposit Liabilities,Safe Drops Count,Safe Counts Count,Bank Deposits Count,Total Declared Safe Drops,Total Actual Safe Drops,Total Safe Counts,Total Bank Deposits,Safe Drop Variance,Amount To Deposit,Amount In Safe,Number Of No Sales,Payments For Ha,Applied Ha,House Account Liabilities,House Account Tips Total,Liabilities,Liabilities Total,Total Payments,Net Account For,Deposit Tips,Service Fee Total,Taxable Service Fee,Nontaxable Service Fee,Ship And Handling,Item Discounts,Order Discounts Total,Total Discounts,Sales Tax,Pass Through Fee Tax,Surcharges Total,Total Tax Surcharge Service,Crv Value As Price Part,Crv Value As Tax,Cash Total,Credit Total,Visa Total,Mastercard Total,American Express Total,Interac Card Total,Discover Total,Other Credit Card Total,Check Total,Gift Total,Applied Deposit Total,Applied Deposit For Sales,Applied Deposit For Deposits,Applied Deposit Refunds,Applied Deposit Tips Total,Applied Deposit Totals With Refunds,Applied Deposit Qty,Applied Deposit Other Credit Card,Applied Deposit Other Credit Card Tips,Applied Deposit American Express,Applied Deposit American Express Tips,Applied Deposit Discover,Applied Deposit Discover Tips,Applied Deposit Mastercard,Applied Deposit Mastercard Tips,Applied Deposit Visa,Applied Deposit Visa Tips,Trade,Custom Payment Total,Grub Hub Total,Tgtg Total,Open Table Omakase Total,Square Total,Uber Eats Total,Ez Cater Total,Sharebite Total,Door Dash Total,Expected Total Cash To Business,Actual Total Cash To Business,Cash Tips Total,Credit Tips Total,Visa Tips,Mastercard Tips,American Express Tips,Amex Tips,Interac Card Tips,Discover Tips,Other Credit Card Tips,Paypal Tips Total,Custom Payment Tips Total,Door Dash Tips Total,Tgtg Tips Total,Open Table Omakase Tips Total,Uber Eats Tips Total,Ez Cater Tips Total,Sharebite Tips Total,Square Tips Total,Grub Hub Tips Total,Tips Total,Payable Tips,Liabilities Tips Total,Payments Accepted Amount,Payments Captured Amount,Payments Declined Amount,Payments Failed Amount,Payments Pending Amount,Payments Unknown Amount,Other Tips Total,Refunds Total,Refunds Count,Payouts Total,Payouts Count,Payouts Ins Total,Payouts Ins Count,Payins Cashdrops Total,Payins Cashdrops Count,Payouts Outs Total,Payouts Outs Count,Payouts Cashdrops Total,Payouts Cashdrops Count,Declared Tips,Safe Drops,Voided Total,Voided Items,Returned Total,Returned Items,Comps Total,Comps Items,Exchanged Total,Exchanged Items,Total Number Of People,Avg Sale Per Person,Adj Credit Tips Total,Adj Credit Tips,Adj Visa Tips,Adj Visa Tips Total,Adj Mastercard Tips,Adj Mastercard Tips Total,Adj American Express Tips,Adj Amex Tips,Adj American Express Tips Total,Adj Amex Tips Total,Adj Other Credit Card Tips Total,Adj Other Credit Card Tips,Adj Paypal Tips,Adj Paypal Tips Total,Adj Discover Tips,Adj Discover Tips Total,Adj Non Cash Tips Total Minus Cash,Adj Tips Total,Adj Payable Tips Total,Adj Declined Tips Total,Adj Total,Total Invoices,Total Orders,Avg Sale,Cash Due Employee,Non Cash Tips,Adj Non Cash Tips,Payins/Payouts,Tip In,Cash Due Payments,Cash Payments
06/15/2023 03:00 AM,06/16/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1630.50,0.00,1630.50,1630.50,1456.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1583.66,1583.66,0.00,0.00,0.00,0.00,0.00,0.00,174.25,174.25,127.41,0.00,0.00,127.41,0.00,0.00,74.10,1379.12,869.31,334.50,103.32,0.00,71.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.44,0.00,0.00,0.00,0.00,130.44,0.00,0.00,0.00,74.10,74.10,0.00,226.56,155.40,43.24,17.42,17.42,0.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226.56,226.56,0.00,0.00,1379.12,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,36.50,4.0,0.00,0.0,0.00,0.0,0.00,0.0,0.0,0.00,226.56,0.00,0.00,155.40,0.00,43.24,0.00,0.00,17.42,17.42,0.00,0.00,0.00,0.00,0.00,10.50,152.46,226.56,226.56,0.00,0.00,0.0,62.0,23.49,152.46,226.56,226.56,0.00,0.00,-74.10,-74.10
06/16/2023 03:00 AM,06/17/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2093.00,0.00,2093.00,2093.00,2006.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2174.02,2174.02,0.00,0.00,0.00,0.00,0.00,0.00,86.20,86.20,167.22,0.00,0.00,167.22,0.00,0.00,133.69,1935.33,1284.05,292.97,306.89,0.00,51.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.56,71.44,0.00,0.00,0.00,0.00,35.72,0.00,0.00,35.72,133.69,133.69,0.00,263.40,178.43,29.64,48.54,48.54,0.00,6.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,263.40,263.40,0.00,0.00,1935.33,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,37.00,7.0,0.00,0.0,0.00,0.0,0.00,0.0,0.0,0.00,263.40,0.00,0.00,178.43,0.00,29.64,0.00,0.00,48.54,48.54,0.00,0.00,0.00,0.00,0.00,6.79,129.71,263.40,263.40,0.00,0.00,0.0,72.0,27.87,129.71,263.40,263.40,0.00,0.00,-133.69,-133.69
06/17/2023 03:00 AM,06/18/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1889.50,0.00,1889.50,1889.50,1831.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1984.76,1984.76,0.00,0.00,0.00,0.00,0.00,0.00,57.85,57.85,153.11,0.00,0.00,153.11,0.00,0.00,50.34,1795.32,1173.37,273.91,220.85,0.00,127.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.10,0.00,0.00,0.00,0.00,61.70,0.00,0.00,77.40,50.34,50.34,0.00,253.60,156.93,46.60,30.75,30.75,0.00,19.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253.60,253.60,0.00,0.00,1795.32,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.0,0.0,0.00,253.60,0.00,0.00,156.93,0.00,46.60,0.00,0.00,30.75,30.75,0.00,0.00,0.00,0.00,0.00,19.32,203.26,253.60,253.60,0.00,0.00,0.0,64.0,28.62,203.26,253.60,253.60,0.00,0.00,-50.34,-50.34
06/18/2023 03:00 AM,06/19/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2008.00,0.00,2008.00,2008.00,1983.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2147.65,2147.65,0.00,0.00,0.00,0.00,0.00,0.00,24.40,24.40,164.05,0.00,0.00,164.05,0.00,0.00,0.00,1995.01,1140.24,491.06,317.16,0.00,46.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152.64,0.00,0.00,0.00,0.00,132.07,0.00,0.00,20.57,0.00,0.00,0.00,260.37,142.36,76.32,39.69,39.69,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.37,260.37,0.00,0.00,1995.01,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,127.00,8.0,0.00,0.0,34.50,2.0,0.00,0.0,0.0,0.00,260.37,0.00,0.00,142.36,0.00,76.32,0.00,0.00,39.69,39.69,0.00,0.00,0.00,0.00,0.00,2.00,260.37,260.37,260.37,0.00,0.00,0.0,71.0,27.94,260.37,260.37,260.37,0.00,0.00,0.00,0.00
06/19/2023 03:00 AM,06/20/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1649.00,0.00,1649.00,1649.00,1591.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1724.72,1724.72,0.00,0.00,0.00,0.00,0.00,0.00,57.05,57.05,132.77,0.00,0.00,132.77,0.00,0.00,84.98,1364.78,1042.16,83.93,138.56,0.00,100.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,274.96,0.00,0.00,0.00,0.00,252.77,0.00,0.00,22.19,84.98,84.98,0.00,200.76,160.10,8.50,19.68,19.68,0.00,12.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.76,200.76,0.00,0.00,1364.78,0.00,0.00,0.00,0.00,0.00,45.47,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,42.00,4.0,2.50,1.0,0.00,0.0,0.00,0.0,0.0,0.00,200.76,0.00,0.00,160.10,0.00,8.50,0.00,0.00,19.68,19.68,0.00,0.00,0.00,0.00,0.00,12.48,115.78,200.76,200.76,0.00,0.00,0.0,55.0,28.94,115.78,200.76,200.76,0.00,0.00,-84.98,-84.98
06/20/2023 03:00 AM,06/21/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1401.52,0.00,1401.52,1401.52,1364.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1477.37,1477.37,0.00,0.00,0.00,0.00,0.00,0.00,36.90,36.90,112.75,0.00,0.00,112.75,0.00,0.00,77.40,1253.83,478.91,339.20,377.81,0.00,57.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,146.14,0.00,0.00,0.00,0.00,146.14,0.00,0.00,0.00,77.40,77.40,0.00,194.11,63.26,64.36,58.49,58.49,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.11,194.11,0.00,0.00,1253.83,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,151.50,14.0,0.00,0.0,0.00,0.0,0.00,0.0,0.0,0.00,194.11,0.00,0.00,63.26,0.00,64.36,0.00,0.00,58.49,58.49,0.00,0.00,0.00,0.00,0.00,8.00,116.71,194.11,194.11,0.00,0.00,0.0,43.0,31.74,116.71,194.11,194.11,0.00,0.00,-77.40,-77.40
06/21/2023 03:00 AM,06/22/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2091.01,0.00,2091.01,2091.01,2043.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2213.08,2213.08,0.00,0.00,0.00,0.00,0.00,0.00,47.05,47.05,169.12,0.00,0.00,169.12,0.00,0.00,62.79,1997.66,1321.62,374.02,209.47,0.00,92.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152.63,0.00,0.00,0.00,0.00,114.20,0.00,0.00,38.43,62.79,62.79,0.00,264.46,185.58,39.01,27.38,27.38,0.00,12.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,264.46,264.46,0.00,0.00,1997.66,0.00,0.00,0.00,0.00,0.00,42.22,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,46.00,4.0,19.50,2.0,0.00,0.0,0.00,0.0,0.0,0.00,264.46,0.00,0.00,185.58,0.00,39.01,0.00,0.00,27.38,27.38,0.00,0.00,0.00,0.00,0.00,12.49,201.67,264.46,264.46,0.00,0.00,0.0,79.0,25.87,201.67,264.46,264.46,0.00,0.00,-62.79,-62.79
06/22/2023 03:00 AM,06/23/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2062.50,0.00,2062.50,2062.50,1949.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2114.66,2114.66,0.00,0.00,0.00,0.00,0.00,0.00,112.80,112.80,164.96,0.00,0.00,164.96,0.00,0.00,53.04,1753.65,1178.25,324.25,132.08,0.00,119.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.97,0.00,0.00,0.00,0.00,239.77,0.00,0.00,68.20,53.04,53.04,0.00,254.44,165.02,56.81,14.63,14.63,0.00,17.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,254.44,254.44,0.00,0.00,1753.65,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.0,0.0,0.00,254.44,0.00,0.00,165.02,0.00,56.81,0.00,0.00,14.63,14.63,0.00,0.00,0.00,0.00,0.00,17.98,201.40,254.44,254.44,0.00,0.00,0.0,59.0,33.05,201.40,254.44,254.44,0.00,0.00,-53.04,-53.04
06/23/2023 03:00 AM,06/24/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2948.50,0.00,2948.50,2948.50,2815.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,3050.98,3050.98,0.00,0.00,0.00,0.00,0.00,0.00,132.75,132.75,235.23,0.00,0.00,235.23,0.00,0.00,134.77,2802.55,1921.91,510.95,121.24,0.00,248.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.66,0.00,0.00,0.00,0.00,94.72,0.00,0.00,18.94,134.77,0.00,0.00,405.97,295.82,58.62,21.26,21.26,0.00,30.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,405.97,405.97,0.00,0.00,2802.20,0.00,0.00,0.00,0.00,0.00,68.71,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,55.00,5.0,0.00,0.0,20.00,2.0,0.00,0.0,0.0,0.00,405.97,0.00,0.00,295.82,0.00,58.62,0.00,0.00,21.26,21.26,0.00,0.00,0.00,0.00,0.00,30.27,271.20,405.97,405.97,0.00,0.00,0.0,92.0,30.61,271.20,405.97,405.97,0.00,0.00,-134.77,-134.77
06/24/2023 03:00 AM,06/25/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1887.50,0.00,1887.50,1887.50,1832.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1984.90,1984.90,0.00,0.00,0.00,0.00,0.00,5.80,49.30,55.10,152.50,0.00,0.00,152.50,0.00,0.00,47.63,1797.63,1167.05,293.36,176.46,0.00,160.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.64,0.00,0.00,0.00,0.00,25.44,0.00,0.00,114.20,47.63,47.63,0.00,220.48,157.79,31.16,28.53,28.53,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.48,220.48,0.00,0.00,1797.63,0.00,0.00,0.00,0.00,0.00,39.36,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,26.50,2.0,31.00,2.0,0.00,0.0,0.00,0.0,0.0,0.00,220.48,0.00,0.00,157.79,0.00,31.16,0.00,0.00,28.53,28.53,0.00,0.00,0.00,0.00,0.00,3.00,172.85,220.48,220.48,0.00,0.00,0.0,69.0,26.56,172.85,220.48,220.48,0.00,0.00,-47.63,-47.63
06/25/2023 03:00 AM,06/26/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2342.50,0.00,2342.50,2342.50,2282.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2471.18,2471.18,0.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,188.68,0.00,0.00,188.68,0.00,0.00,79.57,2178.36,1455.96,530.25,36.26,0.00,155.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213.25,0.00,0.00,0.00,0.00,168.87,0.00,0.00,44.38,79.57,0.00,0.00,294.91,196.50,70.63,5.03,5.03,0.00,22.75,0.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,297.91,297.91,0.00,0.00,2178.36,0.00,0.00,0.00,0.00,0.00,53.22,3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,52.00,7.0,50.50,3.0,4.00,1.0,0.00,0.0,0.0,0.00,294.91,0.00,0.00,196.50,0.00,70.63,0.00,0.00,5.03,5.03,0.00,0.00,0.00,0.00,0.00,22.75,218.34,297.91,297.91,0.00,0.00,0.0,85.0,26.85,218.34,297.91,297.91,0.00,0.00,-79.57,-79.57
06/26/2023 03:00 AM,06/27/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,851.50,0.00,851.50,851.50,793.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,858.99,858.99,0.00,0.00,0.00,0.00,0.00,0.00,58.00,58.00,65.49,0.00,0.00,65.49,0.00,0.00,120.71,677.66,507.71,63.33,53.58,0.00,53.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.62,0.00,0.00,0.00,0.00,27.06,0.00,0.00,33.56,120.71,120.71,0.00,90.51,70.32,5.40,7.43,7.43,0.00,7.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.51,90.51,0.00,0.00,677.66,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,26.00,3.0,0.00,0.0,0.00,0.0,0.00,0.0,0.0,0.00,90.51,0.00,0.00,70.32,0.00,5.40,0.00,0.00,7.43,7.43,0.00,0.00,0.00,0.00,0.00,7.36,-30.20,90.51,90.51,0.00,0.00,0.0,34.0,23.34,-30.20,90.51,90.51,0.00,0.00,-120.71,-120.71
06/27/2023 03:00 AM,06/28/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,676.00,0.00,676.00,676.00,626.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,679.43,679.43,0.00,0.00,0.00,0.00,0.00,0.00,49.50,49.50,52.93,0.00,0.00,52.93,0.00,0.00,0.00,552.78,351.28,150.08,35.72,0.00,15.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.65,0.00,0.00,0.00,0.00,105.00,0.00,0.00,21.65,0.00,0.00,0.00,45.98,28.74,8.46,6.60,6.60,0.00,2.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.98,45.98,0.00,0.00,552.78,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.0,0.0,0.00,45.98,0.00,0.00,28.74,0.00,8.46,0.00,0.00,6.60,6.60,0.00,0.00,0.00,0.00,0.00,2.18,45.98,45.98,45.98,0.00,0.00,0.0,29.0,21.60,45.98,45.98,45.98,0.00,0.00,0.00,0.00
06/28/2023 03:00 AM,06/29/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1517.00,0.00,1517.00,1517.00,1362.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1475.69,1475.69,0.00,0.00,0.00,0.00,0.00,0.00,154.95,154.95,113.64,0.00,0.00,113.64,0.00,0.00,0.00,1425.89,836.44,377.27,128.28,0.00,83.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.80,0.00,0.00,0.00,0.00,49.80,0.00,0.00,0.00,0.00,0.00,0.00,174.27,108.92,42.74,13.68,13.68,0.00,8.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174.27,174.27,0.00,0.00,1425.89,0.00,0.00,0.00,0.00,0.00,3.25,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.01,1.0,3.00,1.0,0.00,0.0,0.00,0.0,0.0,0.00,174.27,0.00,0.00,108.92,0.00,42.74,0.00,0.00,13.68,13.68,0.00,0.00,0.00,0.00,0.00,8.93,174.27,174.27,174.27,0.00,0.00,0.0,56.0,24.32,174.27,174.27,174.27,0.00,0.00,0.00,0.00
06/29/2023 03:00 AM,06/30/2023 03:00 AM,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2497.01,0.00,2497.01,2497.01,2350.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2546.85,2546.85,0.00,0.00,0.00,0.00,0.00,0.00,146.20,146.20,196.04,0.00,0.00,196.04,0.00,0.00,34.11,2402.86,1461.92,705.30,214.53,0.00,21.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.88,0.00,0.00,0.00,0.00,55.21,0.00,0.00,54.67,34.11,27.61,0.00,385.87,229.51,107.03,46.40,46.40,0.00,2.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,385.87,385.87,0.00,0.00,2402.86,0.00,0.00,0.00,0.00,0.00,10.83,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,53.00,5.0,5.00,1.0,25.00,5.0,0.00,0.0,0.0,0.00,385.87,0.00,0.00,229.51,0.00,107.03,0.00,0.00,46.40,46.40,0.00,0.00,0.00,0.00,0.00,2.93,351.76,385.87,385.87,0.00,0.00,0.0,114.0,20.62,351.76,385.87,385.87,0.00,0.00,-34.11,-34.11
